id,participant_id,trial_number,scenario_text,ai_condition,ai_correctness,initial_answer,final_answer,changed,change_reason,confidence_before,confidence_after,response_time_ms,ai_advice,created_at,correct_answer_text,initial_answer_text,final_answer_text,is_correct
71e8d4a3-9f0b-46e6-85e7-eeec5ae3179e,bed4552b-a4f8-4554-814a-10853e64d244,20,"Tomato leaves, stems, and fruits have large chewed holes. You spot a large green caterpillar camouflaged along a stem.",nonauthority,correct,B,B,FALSE,,4,5,16542,"It seems the large chewed holes across the tomato leaves, stems, and fruit indicate caterpillar feeding, confirmed by the presence of a green hornworm on the plant. Remove the caterpillars by hand to stop immediate damage. Apply insecticidal oil to disrupt additional larvae. Till the soil to reduce overwintering pupae. Encourage natural predators to provide long-term population control and maintain healthy plant growth and fruit production.",2025-11-13 13:50:34.243874+00,"Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators","Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators","Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators",TRUE
b2f6a27d-5c55-4fc0-9ede-309b0eba7ff3,8dc4a67d-5420-4743-b269-684aa669c0ad,1,"Several tomatoes show leathery, dark brown patches on the blossom end of the fruit. The rot is dry and sunken, affecting the fruit base first.",authority,incorrect,D,A,TRUE,They mentioned fungi in the paragraph.,3,3,54808,"These symptoms indicate a fungal infection affecting the fruit tissue. The dark, sunken lesions develop as the pathogen spreads across the blossom end. Apply a copper-based fungicide to stop further fungal growth and protect developing fruits. Copper disrupts spore activity and prevents new infection sites. Maintain consistent application according to label instructions to ensure effective disease control and preserve healthy tomato production.",2025-11-13 17:16:35.033131+00,Apply a calcium source such as calcium nitrate and maintain consistent watering,Apply insecticidal soap and prune affected fruits,Spray with a copper-based fungicide,FALSE
3706db00-c452-4555-8a87-feedaafb6a7b,8dc4a67d-5420-4743-b269-684aa669c0ad,2,"You notice older potato leaves turning yellow and pale, while new leaves remain green. Growth appears stunted compared to nearby plants.",authority,correct,C,C,FALSE,,3,3,24426,"The yellowing of older potato leaves indicates a nitrogen deficiency. Nitrogen is a mobile nutrient, so the plant moves it from older tissue to support new growth, leaving the lower leaves pale. This also limits overall plant development, resulting in stunted growth. Apply a nitrogen-rich fertilizer to restore nutrient balance and support strong, uniform leaf and stem formation. Maintain regular fertilization to sustain healthy growth.",2025-11-13 17:16:59.664272+00,Apply a nitrogen-rich fertilizer,Apply a nitrogen-rich fertilizer,Apply a nitrogen-rich fertilizer,TRUE
05393681-0e38-4b6c-83e1-5524ced046ee,8dc4a67d-5420-4743-b269-684aa669c0ad,3,"Tomato leaves show a dark, purplish discoloration starting along the veins and spreading outward. Growth is slow and stems appear thin.",authority,incorrect,B,A,TRUE,The paragraph had excellent information. At least for me as an uneducated individual.,3,5,43848,"The dark, purplish discoloration along the leaf veins indicates a phosphorus deficiency. Phosphorus supports energy transfer and root and stem development, and insufficient levels lead to slow growth and thin, weak stems. Apply a phosphorus fertilizer such as superphosphate to restore proper nutrient availability. This strengthens plant structure, improves leaf coloration, and supports overall growth. Maintain appropriate soil fertility to prevent recurring deficiencies.",2025-11-13 17:17:43.806548+00,Apply a phosphorus fertilizer such as superphosphate,Add ammonium nitrate,Apply a phosphorus fertilizer such as superphosphate,TRUE
48fe7c5e-7e08-48e0-a7d9-00cf6031754b,8dc4a67d-5420-4743-b269-684aa669c0ad,4,"The older leaves at the base of the cucumber vine are turning pale yellow, while the upper leaves remain green.",authority,correct,C,B,TRUE,The paragraph mentioned nitrogen deficiency.,3,3,35122,"The pale yellowing of the older cucumber leaves indicates nitrogen deficiency. Nitrogen is moved from older leaves to support new growth, causing the lower leaves to lose color first. This leads to weakened vigor and reduced yield potential. Apply a nitrogen-rich fertilizer to restore proper nutrient levels and support even leaf coloration and growth. Maintain a consistent fertilization schedule to ensure continued plant health and productivity.",2025-11-13 17:18:19.11127+00,Apply a nitrogen-rich fertilizer,Allow soil to dry between waterings,Apply a nitrogen-rich fertilizer,TRUE
21314c0a-1326-43b0-95a8-e8f3415245ee,8dc4a67d-5420-4743-b269-684aa669c0ad,5,"Examining the underside of several milkweed leaves, you notice clusters of small, pear-shaped, yellowish-green insects feeding along the veins.",authority,incorrect,B,B,FALSE,,5,3,32083,"Aphids feed in clusters and weaken the plant by removing sap from the leaf tissue. Their feeding also promotes the growth of fungal organisms such as sooty mold, which spreads across leaf surfaces and interferes with photosynthesis. Apply a copper-based fungicide to prevent fungal development associated with aphid activity and to protect the leaf surface. Maintain regular monitoring and treat promptly to preserve plant health.",2025-11-13 17:18:51.363697+00,"Manually remove the insects, apply insecticidal soap or horticultural oil, and encourage ladybugs and lacewings","Manually remove the insects, apply insecticidal soap or horticultural oil, and encourage ladybugs and lacewings","Manually remove the insects, apply insecticidal soap or horticultural oil, and encourage ladybugs and lacewings",TRUE
e6e7843d-cdf3-4820-aeda-e63ee029d29d,8dc4a67d-5420-4743-b269-684aa669c0ad,6,"Cabbage leaves have multiple holes and ragged edges, with small green caterpillars visible on the underside.",authority,correct,B,C,TRUE,The paragraph perfectly explained why this was the correct answer.,3,5,53904,The holes and torn edges on the cabbage leaves are caused by caterpillar feeding. Their presence reduces leaf area and weakens plant growth. Remove the caterpillars by hand to reduce immediate damage. Apply insecticidal soap to disrupt their feeding and development. Cover the crop rows with mesh to block new insects from laying eggs. This combination protects the plants and maintains healthy growth.,2025-11-13 17:19:45.431726+00,"Hand-remove worms, apply insecticidal soap, and cover crop rows with mesh",Sprinkle diatomaceous earth around plants,"Hand-remove worms, apply insecticidal soap, and cover crop rows with mesh",TRUE
7dad5211-d94c-48bd-84cd-2fd6eecc15b5,8dc4a67d-5420-4743-b269-684aa669c0ad,7,"Several branches and twigs on the pear tree appear blackened, with shriveled leaves and blossoms still attached, resembling fire damage.",authority,incorrect,D,B,TRUE,The paragraph explain the extent of the issues.,3,3,53081,"The blackened branches and shriveled leaves indicate a severe disease affecting the vascular tissue. The infection disrupts water movement, causing the foliage and blossoms to remain on the plant while appearing burned. Apply fungicide at the base of the trunk to limit further spread through the tree’s vascular system. Maintain consistent treatment and monitor for additional affected tissue to preserve structural health and fruit production.",2025-11-13 17:20:38.778465+00,Prune 6–12 inches below affected areas and apply a bactericide,Prune 6–12 inches below affected areas and apply a bactericide,Apply fungicide to the trunk base,FALSE
3ddc5f1d-5087-4337-a622-1adf4afe01e5,8dc4a67d-5420-4743-b269-684aa669c0ad,8,"Soybean leaves are yellowing from the outer edges inward, and the overall growth appears stunted.",authority,correct,D,D,FALSE,,3,7,16274,"The yellowing that begins along the leaf edges and the reduced overall growth indicate a phosphorus deficiency. Phosphorus supports root development, energy transfer, and uniform leaf formation. When it is lacking, plants cannot build strong tissues, resulting in stunted structure and weakened leaves. Apply a phosphorus-rich fertilizer to restore proper nutrient balance and support vigorous growth. Maintain regular soil fertility management to prevent recurring nutrient stress.",2025-11-13 17:20:55.360301+00,Apply a phosphorus-rich fertilizer,Apply a phosphorus-rich fertilizer,Apply a phosphorus-rich fertilizer,TRUE
27bedf1b-5d36-415b-8337-edf8ac25fefc,8dc4a67d-5420-4743-b269-684aa669c0ad,9,"Cucumber leaves show signs of phosphorus toxicity, with leaf burn and nutrient imbalance. Soil tests reveal excessive phosphorus levels.",authority,incorrect,D,A,TRUE,The paragraph explained the issue well,5,5,33019,"The leaf burn and nutrient imbalance indicate phosphorus toxicity, which interferes with magnesium uptake. This results in weakened chlorophyll formation and visible tissue damage. Apply Epsom salts to supply magnesium and restore nutrient balance within the plant. This supports proper leaf function and improves overall growth. Continue to monitor soil nutrient levels and adjust fertilization practices to prevent further excess phosphorus accumulation.",2025-11-13 17:21:28.60599+00,"Stop phosphorus-rich fertilizers, use cover crops, flush soil, and rebalance nutrients",Reduce fertilizer concentration,Apply Epsom salts,FALSE
d925368d-daeb-4834-9ec8-722ad4d29798,8dc4a67d-5420-4743-b269-684aa669c0ad,10,"White, powdery spots have formed on both sides of squash leaves, spreading quickly and reducing photosynthesis.",authority,correct,B,B,FALSE,,4,7,19653,"The white, powdery growth on the squash leaves is caused by a fungal infection that spreads rapidly across leaf surfaces and reduces photosynthetic efficiency. Remove the infected leaves to stop the fungus from producing new spores. Apply a fungicide to eliminate remaining fungal activity and protect healthy foliage. Maintain good air circulation and proper spacing to prevent the disease from returning and to support strong plant growth.",2025-11-13 17:21:48.532572+00,Remove infected leaves and apply a fungicide,Remove infected leaves and apply a fungicide,Remove infected leaves and apply a fungicide,TRUE
62244641-1346-4f7b-8d59-a2aa8ec5c7e6,8dc4a67d-5420-4743-b269-684aa669c0ad,11,"A cucumber leaf is covered in a fine white powder, particularly on the upper surface, with older leaves curling and drying out.",authority,incorrect,C,C,FALSE,,4,4,43822,"The white powder on the cucumber leaf indicates powdery mildew infection. The curling and drying of older leaves show that the disease is advancing and stressing the plant. Move the plant to lower light conditions to slow fungal growth, as powdery mildew spreads most rapidly under high light and heat. Reducing light exposure limits spore production and helps preserve remaining healthy leaf tissue. Maintain consistent monitoring.",2025-11-13 17:22:32.546546+00,Treat with potassium nitrate spray,Add compost to soil,Add compost to soil,FALSE
5cc5e198-9a9d-4fa4-bb6b-97c64b2a8d1c,8dc4a67d-5420-4743-b269-684aa669c0ad,12,"Peach tree leaves show red, blistered growths that curl and fall off early in the season.",authority,correct,,,FALSE,,0,0,366654,"The white powder on the cucumber leaf indicates powdery mildew infection. The curling and drying of older leaves show that the disease is advancing and stressing the plant. Move the plant to lower light conditions to slow fungal growth, as powdery mildew spreads most rapidly under high light and heat. Reducing light exposure limits spore production and helps preserve remaining healthy leaf tissue. Maintain consistent monitoring.",2025-11-13 17:28:39.779505+00,Apply fungicide to the entire tree after leaves drop in the fall,,,FALSE
7652abcb-1d5c-4dc2-a557-cc725bc628f7,8dc4a67d-5420-4743-b269-684aa669c0ad,13,"Older cucumber leaves show reddish-brown spots between veins, typical of manganese toxicity in acidic or waterlogged soils.",authority,incorrect,A,A,FALSE,,3,3,21086,"The reddish-brown spotting between the veins indicates manganese toxicity, which is aggravated by acidic or waterlogged soil conditions. Increasing the fertilizer rate supplies additional essential nutrients that compete with manganese uptake and help rebalance nutrient availability in the root zone. This action reduces the plant’s absorption of excess manganese and restores healthy leaf function. Maintain proper soil drainage and monitor pH to prevent future toxicity.",2025-11-13 17:29:01.044426+00,Lime the soil to raise pH and improve drainage,Reduce irrigation,Reduce irrigation,FALSE
586605ce-e5fc-4b8b-80df-fe3b4b36c7e2,8dc4a67d-5420-4743-b269-684aa669c0ad,14,"The upper surface of bean plant leaves displays tiny pale speckles, and a fine webbing is visible when viewed closely.",authority,correct,B,B,FALSE,,4,3,49818,"The pale speckling and fine webbing on the bean leaves indicate spider mite feeding. Mites remove plant sap, reducing chlorophyll and weakening leaf function. Physically remove the mites to reduce immediate damage. Apply horticultural oil to coat and suffocate remaining mites and their eggs. Keep the soil consistently moist, as higher humidity discourages mite reproduction. Maintain regular monitoring to protect continued plant health.",2025-11-13 17:29:51.080827+00,"Physically remove mites, apply horticultural oil, and keep soil moist",Spray with insecticide,Spray with insecticide,FALSE
79818595-1d1b-4cbe-b76f-786d08380f00,8dc4a67d-5420-4743-b269-684aa669c0ad,15,"Swiss chard leaves show irregular, pale, and translucent patches where tissue has died between the veins.",authority,incorrect,C,C,FALSE,,3,3,41747,"The irregular, pale, translucent areas on the Swiss chard leaves indicate tissue death caused by a fungal infection progressing through the leaf surface. The affected cells lose structure and can no longer support photosynthesis. Treat the plant with a fungicide to stop fungal activity and protect remaining healthy tissue. Maintain even watering and avoid leaf wetness to limit conditions that favor further fungal spread.",2025-11-13 17:30:33.003647+00,"Apply horticultural oils, encourage predators, and cover beds with row fabric",Treat with fungicide,Treat with fungicide,FALSE
a3da4393-d6e0-4547-a71f-59fabec0310d,8dc4a67d-5420-4743-b269-684aa669c0ad,16,Soybean leaves have whitish-bluish spots expanding into necrotic areas along the leaf margins. Growth appears stunted.,authority,correct,C,C,FALSE,,3,5,75153,"The whitish-bluish spotting that expands into necrotic tissue along the leaf margins indicates a calcium deficiency. Calcium is essential for maintaining strong cell walls, and insufficient levels lead to tissue collapse and reduced structural integrity. This results in weakened leaves and stunted growth. Apply a calcium source to restore proper cell development and strengthen overall plant structure. Maintain balanced soil nutrition to support continued healthy growth.",2025-11-13 17:31:48.310984+00,Apply a calcium source,Apply a calcium source,Apply a calcium source,TRUE
1d21a2e3-8cdb-4f61-bb8a-dbc547493807,8dc4a67d-5420-4743-b269-684aa669c0ad,17,"Upper soybean leaves are yellow and mottled with small brown necrotic spots, margins bent downward, and short internodes.",authority,incorrect,C,B,TRUE,The paragraph explained why this was right.,4,5,29379,"The yellowing and mottling in the upper soybean leaves indicate an iron deficiency, which affects new growth first because iron is not easily moved within the plant. The small brown spots and downward leaf margins further reflect disrupted chlorophyll formation. Apply a chelated iron spray to deliver iron in a form the plant can absorb efficiently. This restores normal leaf coloration and supports proper internode development. Maintain balanced soil conditions to prevent recurrence.",2025-11-13 17:32:17.84544+00,Apply a boron source,Apply muriate of potash,Apply chelated iron spray,FALSE
